,A1S1,A2S9,A3S17,A4S25,A5S33,A6S41,B1S2,B2S10,B3S18,B4S26,B5S34,B6S42,C1S3,C2S11,C4S27,C5S35,C6S43,D1S4,D2S12,D3S20,D4S28,D5S36,D6S44,E1S5,E2S13,E3S21,E4S29,E5S37,E6S45,F1S6,F2S14,F3S22,F4S30,F5S38,F6S46,G1S7,G2S15,G3S23,G4S31,G5S39,G6S47,H1S8,H2S16,H3S24,H4S32,H5S40,H6S48,A7S49,A8S57,A10S73,A11S81,A12S89,B7S50,B8S58,B9S66,B10S74,B11S82,B12S90,C8S59,C9S67,C10S75,C11S83,C12S91,D7S52,D8S60,D10S76,D11S84,D12S92,E7S53,E9S69,E11S85,E12S93,F7S54,F8S62,F9S70,F10S78,F11S86,F12S94,G7S55,G9S71,G10S79,G11S87,G12S95,H7S56,H8S64,H9S72,H11S88,A10_tophat,A11_tophat,A12_tophat,A1_tophat,A2_tophat,A3_tophat,A4_tophat,A5_tophat,A6_tophat,A7_tophat,A8_tophat,A9_tophat,B10_tophat,B11_tophat,B12_tophat,B1_tophat,B2_tophat,B3_tophat,B4_tophat,B5_tophat,B6_tophat,B7_tophat,B8_tophat,B9_tophat,C10_tophat,C11_tophat,C12_tophat,C1_tophat,C2_tophat,C3_tophat,C4_tophat,C5_tophat,C6_tophat,C7_tophat,C8_tophat,C9_tophat,D10_tophat,D11_tophat,D12_tophat,D1_tophat,D2_tophat,D3_tophat,D4_tophat,D5_tophat,D6_tophat,D7_tophat,D8_tophat,D9_tophat,E10_tophat,E11_tophat,E12_tophat,E1_tophat,E2_tophat,E3_tophat,E4_tophat,E5_tophat,E6_tophat,E7_tophat,E8_tophat,E9_tophat,F10_tophat,F11_tophat,F12_tophat,F1_tophat,F2_tophat,F3_tophat,F4_tophat,F5_tophat,F6_tophat,F7_tophat,F8_tophat,F9_tophat,G10_tophat,G11_tophat,G12_tophat,G1_tophat,G2_tophat,G3_tophat,G4_tophat,G5_tophat,G6_tophat,G7_tophat,G8_tophat,G9_tophat,H10_tophat,H11_tophat,H12_tophat,H1_tophat,H2_tophat,H3_tophat,H4_tophat,H5_tophat,H6_tophat,H7_tophat,H8_tophat,H9_tophat
EPIC1,0,0,0,0,0,19.35716095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450187569,0,0,0,0,0,0,0,0,4.887730323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.495052696,0,0,0,13.94781097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.087462841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGUP1,17.65860406,0,86.34019664,0,0,27.54991036,0,0,0,10.0332111,2.022707235,6.544248643,0,25.20224948,0,0,1.503550088,0,0,0,4.050089318,0,1.659282775,0,0,36.48153052,0,24.94655465,30.1675022,0,0,18.82290671,6.984613588,0,20.7882074,0,51.46542582,0,0,0,0,0,0,0,0,42.19105072,4.356195617,0,46.18718634,0,0,0,0,12.62093731,49.08519031,0,0,0,45.58326985,0,0,14.80832813,0,0,43.93655861,77.58054585,0,0,8.072284645,0,0,0,0,15.93769198,0,0,1.150983481,0,0,0,0,7.319636599,30.77055469,0,0,65.00950858,0,0,0,0,0,1.584962501,2.321928095,0,0,0,0,0,0,0,1,0,1,0,1.584962501,0,0,1.584962501,0,3.321928095,0,0,0,0,0,0,0,0,1.584962501,1.584962501,0,0,1.584962501,2,1,1.584962501,2,0,1.584962501,0,1,0,0,0,0,0,0,2.584962501,0,2.807354922,0,0,0,1.584962501,1,0,0,0,0,2,1,0,0,0,0,1.584962501,0,0,0,0,0,0,1.584962501,0,0,3,0,0,0,1.584962501,0,1,0,3.321928095,0,1,0,1,0,1,0,0,0
ATP5PBP1,53.73393956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6472108,0,0,2.263910566,0,0,0,0,2.818349572,0,56.48043928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6951875,143.0501144,58.14694127,0,0,12.95516227,0,0,0,0,0,0,0,0,0,49.06271862,0,0,0,0,0,4588.692544,0,0,0,0,0,0,0,0,0,0,668.5039439,0,0,0,0,0,0,39.45145888,0,616.1334963,0,0,6.129283017,0,5.807354922,0,5.754887502,0,6.50779464,6.569855608,0,0,0,5.459431619,7.523561956,0,0,0,0,0,0,0,0,0,6.303780748,6.169925001,7.118941073,6.321928095,0,0,8.495855027,2.584962501,3,6.303780748,1,0,3.906890596,0,5.727920455,0,5.977279923,2.807354922,0,0,0,0,0,5.357552005,0,0,4.584962501,6.807354922,7.417852515,0,0,0,6.491853096,0,0,6.392317423,0,0,0,0,7.781359714,6,0,0,0,4.247927513,0,6.475733431,7.977279923,8.214319121,0,1,7.857980995,0,0,8.988684687,0,6.303780748,0,7.055282436,0,3.459431619,0,6.727920455,6.700439718,7.562242424,6.491853096,2,5.209453366,0,6.658211483,6.442943496
RPS5P2,35.82962298,2.441223158,0,0,4.282636661,195.6474103,2.420094295,0,1.508571583,1.319471772,31.92084855,0,0,3.615663633,1.86908174,114.2530996,2.372789983,0,0,1.332489636,290.8153978,0,1.309277815,2.012757987,1.696914277,0,1.588053367,0,1.252844458,0,0,0,1.102259332,0,2.733865817,0,0,1.569531501,3.484413799,2.097653313,1.752003732,0,0,0,0,0,1.718655302,0,1.457783069,1.310714388,0,2.762960939,289.4169913,0,0,1.899929353,0,1.547104761,1.498668703,1.404847962,0,0,0,2.620353903,1.118344864,223.9606078,0,0,1.592384276,0,0,1.504388482,0,0,0,0,0.908197903,0,4.15543775,3.815530982,0,0.825092965,1.348882823,0,0,3.30945583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.44600226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96902795,0,0,81.80952586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NDUFAF8,0.925830051,0,0,0,0,0,0,0,2.806644806,7.364493612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.946312272,0,0,7.042715841,0,0,0.898294106,2.302705399,2.563393795,0,1.271565497,0,0,0.730014652,5.672301533,3.902610815,2.44465637,0,25.77616986,0,0.786517128,1.191104685,0,0,2.712154547,6.705980588,0,0.642549056,0,0.661708196,0,4.418440356,0,16.55042302,7.667607316,12.41493548,0,0.45289521,0,0,0,0,0,0,0,0,0.626680268,0,0,4.549397703,0,0,3.379341034,0,16.75060178,2.661998359,0,0,6.901260954,24.46836842,0,0.769640891,0,1,1.584962501,0,1.584962501,1,0,0,1,2.321928095,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,4.807354922,0,0,0,1,0,0,0,0,1.584962501,2.807354922,0,0,0,0,0,0,2.321928095,0,0,0,0,2.584962501,3.807354922,0,0,1,2.584962501,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2.321928095,0,0,0,0,1,0,1.584962501,0,0,2.321928095,0,4.321928095,2.584962501,0,4.321928095,4.459431619,1.584962501,1.584962501,2.807354922,3.459431619,4.392317423,4.247927513,0
INE1,0,0,7.689911693,0,0,0,0,0,5.108390546,0,0,1.748595537,0,0,0,0,0,0,0,0,4.32866689,0,1.773413337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18654221,0,61.23688674,0,0,0,0,0,0,0,32.50214873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.554588852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,6.459431619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927293,0,0,0,0,0,0,0,0,0,0,0,0,0,7.687789785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.812870841,0,0,0,0,0,0,0,37.21071137,0,0,0,0,0,0,0,0,0,0,0,0,0,2.664975026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18569738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.807354922,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.584962501,0,3.807354922,4.392317423,0,0,0,0,0,0,4.523561956,0,0,0,0,0,0,0,0,0,0,0,0,6.409390936,0,0,0,3.807354922,0,0,0,0,0,0,0,0,0,0,0,2.807354922,0,0,0,0,1,1.584962501,0,0,4.321928095
RPL23AP36,0,0,60.82250024,0,0,118.9769146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.8070205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6428973,76.2116837,31.82679268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.108524457,0,0,0,0,0,0
TAF1A-AS1,0,0,0,0,63.00890719,0,0,0,49.93892137,0,0,0,0,8.777335165,0,0,0,7.457765122,0,0,0,0,0,0,0,0,0,8.019953377,0,0,0,16.38891015,0,0,0,0,0,0,0.76897408,0,0,0,0,0,0,75.73125735,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240141649,0,0,0,0,0,0,0,0,0,0,17.24624097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.614709844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,5,7.50779464,0,3.584962501,0,0,0,0,0,0
NRSN2-AS1,45.13395047,103.5636613,0,0,0,27.82540947,54.87390949,63.54820635,0,0,38.52390408,3.77696636,24.61157929,15.86759812,0,0,37.31381734,140.0639316,41.8065692,0,2.33748012,51.52409593,25.85636645,19.13845309,19.85874536,0,1.161547605,0,8.24729609,66.48541184,60.74316079,0,0,0,0,0,0,0,5.097199614,0,0,0,0,21.31714935,0,18.73097197,0,0,9.596377687,0,0,0,0,0,28.32916698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3116397,0,0,0,2.762105705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906890596,0,2.584962501,0,2.807354922,0,0,0,3,0,3.584962501,5.247927513,0,0,0,4.857980995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.459431619,0,0,0,0,0,0,0,2,0,0,0,5.857980995,0,0,0,0,0,0,0,0,0,0,0,5.459431619,0,0,3,0,0,0,0,0,0,4.906890596,3.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,1,0,0,0,2.807354922,3.459431619,5.392317423,0,0
EIF2AK3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9086766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4690558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.584962501,5.044394119,0,0,0,0,0,0,3.906890596,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BOLA3-DT,38.20437201,0,0,15.83187555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554173476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770306819,0,0,0,34.59254043,0.457392153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470181051,0,0,0,0.445103526,0,0,0,0,0,0,0,0,0,0,0,0.78022825,0,1,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.321928095,0,5.285402219,0
MKRN2OS,0,0,0,12.98876374,15.4852399,0,0,0,0,0,0,0,0,12.01926457,0,0,0,4.598524755,0,0,0,8.963384649,0,0,43.34600055,0,0,0,0,0,0,0,0,0,0,0,0,0,41.45480824,0.734006627,0,0,22.45392115,0,19.52661004,0,64.94994778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375363448,0,0,0,0,0,0,0,8.949014041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.087462841,0,0,0,0,0,0,0,0,7.312882955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,6.06608919,0,0,3.584962501,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139551352,0,0,0,0,6.209453366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.700439718,4.169925001,0,0,0,0,7.055282436,0,0,0,0,3.807354922,0,4.523561956,0,0,0,0,0,0,0,0,0
SLC26A6,2.198864531,0,0,0,0,0.36384499,0,0,9.089776995,0,0,0,0.422390002,1.089294551,0,0,0,0.377068516,0.155133982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35023398,0.174958797,0,0,0,0,0,0,0,0,0,0.146395915,4.080428911,0,0,0,0,0,0,0,0,0,7.477238798,0,0,0,0,0,0,0,0,64.60487656,0,0.067653542,0,0,0,0,0.379231522,0,0,0,0,0,0,0,0.330186676,0,0,0,0,0,0,0,0,0,3.584962501,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.321928095,0,0,0,0,0,0,0,4.247927513,5.044394119,0,0,0,0,0,0,0,0,0,0,0,0,5.044394119,0,0,5.169925001,2.584962501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.044394119,1,0,0,1,0,0
FAF1-AS1,2.532688172,0,40.93387387,0,0,0,15.39622613,0,0,38.61356757,32.49199694,0,0,0,0,0,0,0,0,0,10.16548263,0,0,0,0,0,0,0,0,0,0,34.64587367,0,0,0,0,0,0,33.25086727,0,0,0,0,0,0,22.80858912,0,0,57.49983317,8.338540835,0,0,0,0,0,0,46.24764811,0,0,0,24.13059633,0,58.93599955,0,0,0,0,0,0,0,0,0,0,10.66737502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.022367813,0,0,0,0,0,5.491853096,0,0,0,5.459431619,0,0,0,0,0,0,5.129283017,0,0,0,0,0,4.906890596,0,0,5.357552005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.426264755,0,0,0,0,0,0,0,0,0,4.523561956,6.321928095,5.614709844,4.857980995,0,6.820178962,6.491853096,0,0,0,0,0,0,0,0,5.357552005,0,0,4.700439718,0,1,0,0,2.807354922,0
TRAM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,24.84660247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87895984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807354922,0,0,0,0,0,0,0,3,5.426264755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,0,0,5,0,0,6.044394119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL34P4,0,0,0,0,0,284.8217491,0,0,0,0,118.0886883,157.6010168,143.9306141,0,0,0,0,0,0,0,0,0,0,14.89208222,185.1892575,0,0,0,0,0,0,315.9365049,0,0,0,0,459.0405273,0,0,89.24120454,29.1663049,0,0,0,0,0,0,122.0019488,0,0,0,0,0,0,0,0,125.1922083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.189824559,4.169925001,0,0,0,0,0,0,0,6.64385619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.022367813,0,0,0,0,0,0,5.523561956,0,0,5.754887502,3.321928095,0,0,0,5.392317423,0,0,5.930737338,6.781359714,0,4.321928095,7.189824559,1,0,0,0,0,0,0,3,0,4.584962501,0,0,7.22881869,0,0,0,0,3.169925001,0,0,4.700439718,0,5.392317423,5.321928095,4.321928095,5.614709844,0,0,5.882643049,0,0,0,0,0,0,5.285402219,3.584962501,0,5.357552005,0,0,2.321928095,3.700439718,5.754887502,7.06608919,5.857980995,4.584962501
RUSC1-AS1,53.26208649,3.110546004,59.93800624,78.82780726,161.3662414,1.648737288,78.41215644,101.0601453,7.139542418,0,87.44642015,5.169695849,31.00728246,58.57457354,88.45711077,9.573187099,0.647860746,97.05181638,34.30534746,55.78568671,0.29085539,0.291418347,2.621534646,1.46548932,15.13516261,4.890489586,0.578130918,12.40287158,50.17079058,13.78809617,248.5464312,3.604690135,0,66.69536985,31.3508162,0.719787281,64.88475424,14.57039482,37.42078073,2.290952424,0.318908529,1.612103708,64.77302536,8.488057194,0.923419427,20.97645111,25.02706242,0,35.82265562,10.73622707,15.7241624,70.91285414,0.270159672,16.83253158,1.410012577,0.345834695,0.456289808,0,0,0.51143498,2.071278149,7.266932923,1.349024244,0.715454991,0.203566756,0,0,0.563301103,0.289853793,0.647831233,12.50793927,65.72072548,0,5.849964997,0,0,7.27384896,1.341137365,15.38000472,16.66853125,0.804286981,0,0.736591303,57.15549199,0,0.602403792,21.56989372,0,3.906890596,2.807354922,0,0,3.584962501,2,2,1.584962501,4,0,0,0,0,0,3.807354922,0,0,2.807354922,4.64385619,0,0,0,0,0,3.584962501,0,5.426264755,0,4.169925001,4,7.209453366,2.321928095,0,0,0,0,0,0,0,0,0,0,5.285402219,0,0,0,0,0,0,0,0,0,0,0,0,5.459431619,5.426264755,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2.584962501,0,0,0,1,0,0,0,0,6.108524457,3.459431619,4.321928095,4.807354922,7.139551352,4.321928095
PIGBOS1,24.64857521,0,0,0,0,0,0,35.90784597,0,71.3750922,0,1.682711591,45.2303559,3.534660986,0,1.181941353,0.773210585,0,36.24447982,0,0,27.12861466,0,1.3117771,3.317795735,47.52753365,0,5.921045008,54.7066908,0,0,0,9.338897801,63.90404015,0,6.872429272,10.29250284,0,59.04342731,2.734212058,0,0,0,0,0,0,13.44121458,8.132567845,0,0,0,23.40920063,0,0,34.49792483,0,0,1.008296382,4.883645467,0,0,0,0,0,0,0,0,0,0,0,0,0,8.376321983,0,0,9.844572269,0,0,0,0,223.657303,0,0,0,0,4.31375098,0,0,4,2.584962501,2.321928095,0,3.169925001,0,0,5,0,4.700439718,0,0,5.426264755,2.321928095,0,0,0,5.727920455,4.392317423,5.584962501,0,0,4.95419631,4.754887502,0,0,5.426264755,0,1,2.321928095,2.807354922,1.584962501,1,1.584962501,1.584962501,4.247927513,4.321928095,5.209453366,1,5.832890014,4.906890596,2.584962501,1,0,5.95419631,5,1.584962501,3.700439718,2.807354922,4.169925001,0,5.700439718,7.483815777,1,0,6.189824559,0,0,3.584962501,7.417852515,6.022367813,0,4,0,2.321928095,0,0,6.794415866,3.169925001,2,1,0,2.321928095,0,5.491853096,0,0,0,3.807354922,0,3.169925001,0,0,5.169925001,3.321928095,0,0,0,5.129283017,5.754887502,0,3.169925001,0,2.321928095,4.857980995
MTND3P1,0,0,0,83.98744556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.1543563,0,0,0,0,0,0,0,0,8.48516979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,6.303780748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0
FTCDNL1,0,0,4.472529881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59552165,0,0,0,0,0,0,0,0,0,0,0.53319465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.73561258,0,0,0,0,16.82165201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.23803401,0,0,0,0,1,0,0,0,0,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.189824559,1,1,0,0,0,0,0,4.523561956,0,7.700439718,0,0,0,1,0,0,0,0,0,0,0,0,0,4.087462841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3.584962501,0,0,0,0,0,0,0,0,0,2.321928095,2.584962501,0,6.820178962,0,0,0,2.321928095,0,0,0
RPS3AP38,0,0,0,0,0,0,0,0,0,0,26.77502369,0,0,7.581994513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.01979882,0,0,0,0,0,0,0,0,3.518999005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.614709844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM185B,0,0,6.251887381,0,0,0,0,0,30.80855715,0,16.29745811,7.754212962,0,0,15.15613912,0,0,0,0,0,0,0,0,0,0,0,24.32382069,0,0,0,0,0,0,0,8.210577772,0,0,0,0,0,11.57588575,0,5.2559475,26.25880669,5.078590185,5.383726105,0.516161142,0,0,0,0.864792038,0,0,0,0.775473834,0,0,0,0,0,0,0.584874527,0,0,39.96862733,1.345234997,0,116.6405999,0,0,0,5.873539262,0,0,0,0,6.000669391,0,0,0,0,0,0,48.38559574,0,0,0,2,2.321928095,1,1,0,0,3.584962501,0,5.672425342,0,0,0,6.14974712,3.584962501,5,0,1,0,0,5.247927513,1.584962501,0,0,0,0,0,1.584962501,4.523561956,3.321928095,1,0,6.50779464,0,0,0,0,0,0,6.129283017,2.807354922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,0,1.584962501,0,0,0,0,0,1,0,1,2.321928095,0,3,0,0,0,0,4.807354922,6.554588852,0,0,0,4.087462841,0,0,0,2,0,0,0,0,3.807354922,5,4.754887502,0,5.754887502,5.930737338,1,0,0,0
USF1P1,0,0,0,0,0,0,0,0,0,0,0,185.3478026,0,0,0,308.9226182,0,0,0,0,254.6897897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.530671786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,7.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.584962501,5.247927513,1,0,0
MAGOH-DT,0,0,6.153231626,0,23.98179829,0,0,0,0,0,35.46160313,18.18924316,0,30.37034991,0,0,0,0,0,0,0,0,0,0,0,0,0,4.923341404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96769538,0,0,0,0,0,0,0,0,2.245929299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459431619,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.857980995,0,0,0,0,0,0,0,0,0,0,6.339850003,0,0,0,2.584962501,0,0,6.584962501,0,5.285402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.807354922,0,5.700439718,0
